STATION,DATE,TMAX,TMIN
HR000142360,2013-12,7.05,1.79
HR000142360,2014-01,8.78,3.95
HR000142360,2014-02,9.2,3.6
HR000142360,2014-03,16.16,7.53
HR000142360,2014-04,18.99,10.45
HR000142360,2014-05,21.61,11.48
HR000142360,2014-06,26.86,16.1
HR000142360,2014-07,27.62,18.14
HR000142360,2014-08,25.66,16.93
HR000142360,2014-09,20.81,14.01
HR000142360,2014-10,18.2,11.33
HR000142360,2014-11,12.17,7.74
HR000142360,2014-12,7.77,3.24
HR000142360,2015-01,6.85,
HR000142360,2015-02,6.55,
HR000142360,2015-03,13.38,
HR000142360,2015-04,18.59,8.2
HR000142360,2015-05,23.19,13.73
HR000142360,2015-06,27.14,16.8
HR000142360,2015-07,31.51,
HR000142360,2015-08,29.36,19.58
HR000142360,2015-09,22.44,14.6
HR000142360,2015-10,,
HR000142360,2016-02,,
HR000142360,2016-03,,
HR000142360,2016-05,,12.25
HR000142360,2016-06,,16.88
HR000142360,2016-07,,19.95
HR000142360,2016-08,,17.23
HR000142360,2016-09,,15.45
HR000142360,2016-10,,
HR000142360,2016-11,,
HR000142360,2016-12,,
HR000142360,2017-02,,
HR000142360,2017-03,,7.06
HR000142360,2017-04,,8.71
HR000142360,2017-05,,13.76
HR000142360,2017-06,,17.91
HR000142360,2017-07,,19.24
HR000142360,2017-08,,18.6
HR000142360,2017-09,,
HR000142360,2017-10,,8.65
HR000142360,2017-11,,4.99
HR000142360,2017-12,,0.6
HR000142360,2018-01,,
HR000142360,2018-02,,
HR000142360,2018-03,,2.09
